scene,scalar,spearman_tp_purity,weighted_spearman,auroc_tp_supported,n_valid,frac_tp_supported
Playground,m,-0.07314040533158829,-0.0982354059514709,0.4120228711948266,26250,0.20422857142857143
Playground,a,-0.13330328879989076,-0.07394330987176743,0.31842811251760034,26250,0.20422857142857143
Playground,b,-0.2206591818746308,-0.06743326256397701,0.2857296741271843,26250,0.20422857142857143
Playground,kappa,-0.15066274175664954,-0.061498615732388025,0.32046668113098387,26250,0.20422857142857143
Playground,e_pos,-0.13330328879989076,-0.07394330987176743,0.31842811251760034,26250,0.20422857142857143
Playground,e_neg,-0.2206591818746308,-0.06743326256397701,0.2857296741271843,26250,0.20422857142857143
Playground,support,-0.15066274175664954,-0.061498615732388025,0.32046668113098387,26250,0.20422857142857143
Playground,n_view,-0.2935772618572213,-0.14120842106212822,0.25607278750172263,26250,0.20422857142857143
Playground,agreement,0.021687713747511814,-0.03384778273572209,0.5710342234156935,26250,0.20422857142857143
Playground,uncertainty,-0.20611948367089583,-0.10152571922946656,0.3166617477451118,26250,0.20422857142857143
Playground,cue_variance,-0.008791716761986037,-0.034042540554759505,0.4383280688772962,26250,0.20422857142857143
Playground,pos_neg_ratio,-0.10788800957922978,-0.1041563473162645,0.3673853524937048,26250,0.20422857142857143
Playground,loo_min,0.055244866752293176,-0.041264100552531,0.5712074505360402,26250,0.20422857142857143
Playground,loo_median,0.020859996030718753,-0.02892521871766278,0.5660383100451843,26250,0.20422857142857143
Playground,loo_max,-0.12434792468268441,-0.06874382446983232,0.40727582837661686,26250,0.20422857142857143
Playground,n_agree,-0.3034707659913279,-0.14767489797127556,0.2532365383154521,26250,0.20422857142857143
Playground,n_conflict,-0.17048193121286917,-0.08858242270332663,0.40967736223360707,26250,0.20422857142857143
Playground,n_loo_valid,-0.29357405852448976,-0.14106454642877655,0.25607512708136754,26250,0.20422857142857143
Playground,observability,-0.16955101590507957,-0.07888567144477351,0.3264931704053641,26250,0.20422857142857143
Playground,g_raw,-0.180331728840256,-0.08074095339690558,0.32839273941282393,26250,0.20422857142857143
Playground,eig_min,-0.12472243751728039,-0.04766398521304525,0.3637449933553706,26250,0.20422857142857143
Playground,eig_max,-0.17433065407637494,-0.08377165026875576,0.3289301194259861,26250,0.20422857142857143
Playground,condition,-0.007434075748517221,0.01106997798559427,0.4614405975950782,26250,0.20422857142857143
Playground,n_dir_obs,-0.22291385314154005,-0.13354519687712685,0.2853277843504785,26250,0.20422857142857143
Playground,c_raw,0.061371321720992404,-0.026130648612097608,0.559185270499475,26250,0.20422857142857143
Playground,confidence,-0.2187670917339283,-0.07732782276550589,0.2987296912989845,26250,0.20422857142857143
Playground,verification,0.20844772000481693,0.06906051099138812,0.684287425074627,26250,0.20422857142857143
Porch,m,-0.0781281155599238,-0.11686935100838786,0.4712828491737059,78467,0.48124689359858286
Porch,a,0.1540290793627397,-0.07171458010515769,0.5512257086664393,78467,0.48124689359858286
Porch,b,0.15206970868172323,-0.05534762385375769,0.5392850544401989,78467,0.48124689359858286
Porch,kappa,0.15914839938683642,-0.06056606257092807,0.5499146195359383,78467,0.48124689359858286
Porch,e_pos,0.1540290793627397,-0.07171458010515769,0.5512257086664393,78467,0.48124689359858286
Porch,e_neg,0.15206970868172323,-0.05534762385375769,0.5392850544401989,78467,0.48124689359858286
Porch,support,0.15914839938683642,-0.06056606257092807,0.5499146195359383,78467,0.48124689359858286
Porch,n_view,0.0858781686851303,-0.07276073456988756,0.5212984105982126,78467,0.48124689359858286
Porch,agreement,0.01569112242973495,-0.10134106352260565,0.513170245197943,78467,0.48124689359858286
Porch,uncertainty,-0.020146614278793423,-0.12288378041445912,0.46741193807794995,78467,0.48124689359858286
Porch,cue_variance,0.22982908409030944,-0.03620115223764879,0.5940837929053527,78467,0.48124689359858286
Porch,pos_neg_ratio,-0.06189839408328708,-0.10888247119559502,0.47154670020284467,78467,0.48124689359858286
Porch,loo_min,-0.10452279052464214,-0.1521914314342109,0.45819472083121915,78467,0.48124689359858286
Porch,loo_median,0.03311870506709729,-0.09374303988200856,0.5223496718542874,78467,0.48124689359858286
Porch,loo_max,0.07885672338742471,-0.07997188368118503,0.5281815319229812,78467,0.48124689359858286
Porch,n_agree,0.06312005334333047,-0.07364066813932224,0.5104156001441179,78467,0.48124689359858286
Porch,n_conflict,0.19503033268731157,-0.07125794680107093,0.5855373625414279,78467,0.48124689359858286
Porch,n_loo_valid,0.08682349749915907,-0.06560628437075493,0.521739503581873,78467,0.48124689359858286
Porch,observability,-0.06573194074879773,-0.1171360548331159,0.4460219727353069,78467,0.48124689359858286
Porch,g_raw,-0.06442350262067595,-0.11713656848403828,0.4469687796493377,78467,0.48124689359858286
Porch,eig_min,-0.009560429723755526,-0.10289931418449437,0.4743432728523629,78467,0.48124689359858286
Porch,eig_max,-0.09560053349211615,-0.12156077455113176,0.43388523850993616,78467,0.48124689359858286
Porch,condition,-0.10010112255699749,-0.1287766672609044,0.4349076025334711,78467,0.48124689359858286
