scene,phase,combo,miou_query,f1_query
Cantina,uniform_off,0-5-10-15-20,0.458886,0.619338
Cantina,uniform_off,1-6-11-16-21,0.363403,0.521274
Cantina,uniform_off,2-7-12-17-22,0.433351,0.597067
Cantina,uniform_off,3-8-13-18-23,0.475131,0.635141
Cantina,uniform_off,4-9-14-19-24,0.456181,0.612644
Garden,uniform_off,0-5-10-15-20,0.511207,0.676245
Garden,uniform_off,1-6-11-16-21,0.510066,0.673989
Garden,uniform_off,2-7-12-17-22,0.493452,0.659417
Garden,uniform_off,3-8-13-18-23,0.426742,0.589651
Garden,uniform_off,4-9-14-19-24,0.461155,0.628847
Lounge,uniform_off,0-5-10-15-20,0.572164,0.727499
Lounge,uniform_off,1-6-11-16-21,0.553092,0.709921
Lounge,uniform_off,2-7-12-17-22,0.513380,0.676917
Lounge,uniform_off,3-8-13-18-23,0.559555,0.716149
Lounge,uniform_off,4-9-14-19-24,0.495881,0.661491
Lunch_room,uniform_off,0-5-10-15-20,0.354763,0.502380
Lunch_room,uniform_off,1-6-11-16-21,0.382403,0.526381
Lunch_room,uniform_off,2-7-12-17-22,0.309708,0.450400
Lunch_room,uniform_off,3-8-13-18-23,0.302439,0.445562
Lunch_room,uniform_off,4-9-14-19-24,0.267637,0.399117
Meeting_room,uniform_off,0-5-10-15-20,0.492510,0.653788
Meeting_room,uniform_off,1-6-11-16-21,0.439194,0.604340
Meeting_room,uniform_off,2-7-12-17-22,0.531582,0.690188
Meeting_room,uniform_off,3-8-13-18-23,0.526693,0.684915
Meeting_room,uniform_off,4-9-14-19-24,0.527825,0.684546
Playground,uniform_off,0-5-10-15-20,0.423457,0.582437
Playground,uniform_off,1-6-11-16-21,0.425808,0.583984
Playground,uniform_off,2-7-12-17-22,0.352156,0.501562
Playground,uniform_off,3-8-13-18-23,0.333974,0.479472
Playground,uniform_off,4-9-14-19-24,0.373477,0.530855
Porch,uniform_off,0-5-10-15-20,0.499204,0.657629
Porch,uniform_off,1-6-11-16-21,0.555442,0.691011
Porch,uniform_off,2-7-12-17-22,0.486079,0.635792
Porch,uniform_off,3-8-13-18-23,0.506277,0.652635
Porch,uniform_off,4-9-14-19-24,0.624264,0.761032
Pots,uniform_off,0-5-10-15-20,0.605911,0.751502
Pots,uniform_off,1-6-11-16-21,0.642892,0.781325
Pots,uniform_off,2-7-12-17-22,0.602170,0.749010
Pots,uniform_off,3-8-13-18-23,0.591307,0.738686
Pots,uniform_off,4-9-14-19-24,0.624592,0.765310
Printing_area,uniform_off,0-5-10-15-20,0.590131,0.731630
Printing_area,uniform_off,1-6-11-16-21,0.620226,0.758004
Printing_area,uniform_off,2-7-12-17-22,0.606585,0.751869
Printing_area,uniform_off,3-8-13-18-23,0.628557,0.762631
Printing_area,uniform_off,4-9-14-19-24,0.472885,0.627021
Zen,uniform_off,0-5-10-15-20,0.547535,0.702153
Zen,uniform_off,1-6-11-16-21,0.430640,0.597675
Zen,uniform_off,2-7-12-17-22,0.476867,0.641027
Zen,uniform_off,3-8-13-18-23,0.293700,0.423539
Zen,uniform_off,4-9-14-19-24,0.350180,0.493200
Cantina,random,1-10-15-17-24,0.495438,0.651118
Cantina,local,1-10-17-18-20,0.459762,0.618775
Cantina,local,1-15-17-21-24,0.451567,0.613839
Cantina,local,1-10-17-20-24,0.491730,0.648024
Cantina,local,6-7-10-17-24,0.489973,0.650055
Cantina,local,1-9-10-15-17,0.504941,0.657746
Cantina,local,1-9-15-21-23,0.494198,0.650474
Cantina,local,1-5-10-15-21,0.448959,0.609367
Cantina,local,0-3-9-10-15,0.500563,0.657562
Cantina,local,1-9-10-15-23,0.501696,0.655473
Cantina,local,1-8-12-15-17,0.493305,0.648182
Cantina,local,4-9-10-15-17,0.473410,0.619588
Cantina,local,1-8-10-12-17,0.487533,0.642144
Cantina,local,4-13-15-17-20,0.476772,0.626734
Cantina,local,2-5-9-10-17,0.434766,0.592856
Cantina,local,1-7-9-15-16,0.478854,0.639851
Cantina,local,1-8-9-10-17,0.471740,0.626499
Cantina,local,1-4-10-15-17,0.501309,0.658406
Cantina,local,1-11-13-16-17,0.435655,0.595744
Cantina,local,8-9-10-11-17,0.452692,0.605822
Cantina,local,1-2-9-10-15,0.453571,0.612675
Cantina,local,6-9-12-15-22,0.473211,0.626027
Cantina,local,1-9-10-15-21,0.496381,0.650177
Cantina,local,1-3-4-10-13,0.448802,0.610436
Cantina,local,9-10-15-21-24,0.471917,0.624419
Cantina,local,5-8-10-15-17,0.479057,0.629707
Cantina,local,1-9-10-15-22,0.498331,0.652333
Cantina,local,1-9-10-13-17,0.472877,0.628694
Cantina,local,1-9-15-17-20,0.505414,0.658949
Cantina,local,1-8-9-15-20,0.467731,0.624977
Cantina,local,1-3-9-15-17,0.493793,0.651842
Cantina,local,9-10-11-20-22,0.463356,0.615433
Cantina,local,1-7-15-20-23,0.428605,0.592693
Cantina,local,1-3-9-10-15,0.489811,0.647566
Cantina,local,1-9-17-19-20,0.464234,0.624070
Cantina,local,0-15-17-18-23,0.458839,0.620906
Cantina,local,1-5-9-16-20,0.474474,0.635229
Cantina,local,1-8-9-15-17,0.482233,0.638608
Cantina,local,1-7-15-17-20,0.453426,0.615576
Cantina,local,1-2-5-9-24,0.394662,0.557061
Cantina,local,9-17-18-21-24,0.493062,0.647641
Cantina,local,1-9-15-17-22,0.498100,0.653690
Cantina,local,1-9-15-20-23,0.496591,0.651137
Cantina,local,1-10-15-17-20,0.500478,0.655217
Cantina,local,1-5-9-17-19,0.422970,0.585674
Cantina,local,1-13-15-20-23,0.469517,0.629628
Cantina,local,2-9-15-17-20,0.470430,0.625492
Cantina,local,1-15-17-20-23,0.451794,0.614066
Cantina,local,4-10-13-15-20,0.478893,0.629601
Cantina,local,9-15-17-20-24,0.524192,0.673687
Cantina,local,9-13-17-20-24,0.515752,0.667789
Cantina,local,1-14-15-17-20,0.497281,0.654976
Cantina,local,9-14-15-19-20,0.496843,0.649254
Cantina,local,9-10-15-18-22,0.458755,0.611418
Cantina,local,0-9-15-20-24,0.507957,0.661002
Cantina,local,4-9-15-17-24,0.487015,0.636783
Cantina,local,9-12-15-17-20,0.522267,0.671446
Cantina,local,9-12-17-20-24,0.535552,0.684318
Cantina,local,12-15-17-20-24,0.589959,0.736513
Cantina,local,6-12-15-20-24,0.528413,0.684060
Cantina,local,4-11-12-13-15,0.435060,0.585746
Cantina,local,9-17-18-20-24,0.495988,0.649434
Cantina,local,2-5-15-23-24,0.419568,0.582061
Cantina,local,8-12-17-19-20,0.539181,0.691476
Cantina,local,12-15-17-18-20,0.569781,0.719747
Cantina,local,5-11-13-20-24,0.457342,0.612290
Cantina,local,14-15-17-18-24,0.521773,0.678872
Cantina,local,15-16-17-20-24,0.526470,0.683853
Cantina,local,0-9-14-17-24,0.483890,0.641399
Cantina,local,3-7-12-15-20,0.472248,0.631926
Cantina,local,12-14-15-17-20,0.576102,0.724192
Cantina,local,12-15-16-19-20,0.515132,0.670678
Cantina,local,12-17-20-21-24,0.582947,0.731083
Garden,local,0-5-15-20-21,0.502136,0.668274
Garden,local,5-7-8-15-20,0.529391,0.691761
Garden,local,5-7-8-11-15,0.515698,0.679435
Garden,local,5-7-15-21-23,0.483406,0.646436
Garden,local,4-5-8-15-21,0.514047,0.678869
Garden,local,0-2-7-8-15,0.498288,0.664114
Garden,local,5-7-8-15-23,0.479889,0.642487
Garden,local,5-10-12-15-20,0.532764,0.694771
Garden,local,3-10-12-15-20,0.488890,0.655191
Garden,local,5-8-11-12-20,0.534692,0.696093
Garden,local,3-12-14-19-20,0.481672,0.649601
Garden,local,1-4-8-11-20,0.519346,0.681987
Garden,local,5-7-8-12-16,0.535352,0.696820
Garden,local,5-7-8-10-16,0.541303,0.701799
Garden,local,3-5-8-10-16,0.495646,0.662548
Garden,local,5-12-14-16-17,0.525297,0.688489
Garden,local,7-8-11-12-16,0.496019,0.661353
Garden,local,1-5-7-8-10,0.548698,0.708266
Garden,local,5-8-9-14-22,0.479389,0.646850
Garden,local,1-5-7-8-21,0.547531,0.707260
Garden,local,1-3-4-7-15,0.516183,0.680416
Garden,local,5-7-8-21-24,0.531080,0.693139
Garden,local,6-7-8-10-12,0.527705,0.689395
Garden,local,1-5-7-8-22,0.532207,0.693860
Garden,local,1-5-7-10-15,0.538142,0.699363
Garden,local,1-5-8-10-20,0.538697,0.699731
Garden,local,1-5-7-10-12,0.549800,0.709176
Garden,local,1-3-5-7-10,0.535572,0.697273
Garden,local,5-12-13-14-22,0.492062,0.658806
Garden,local,1-7-9-12-23,0.503369,0.663576
Lounge,local,0-3-5-10-11,0.581320,0.734800
Lounge,local,0-3-10-11-20,0.585580,0.738217
Lounge,local,1-10-11-18-23,0.504719,0.669330
Lounge,local,0-3-6-17-20,0.572641,0.727873
Lounge,local,0-3-9-10-11,0.576400,0.730870
Lounge,local,0-8-10-11-20,0.549989,0.708688
Lounge,local,0-2-3-6-24,0.532328,0.676333
Lounge,local,3-11-18-21-24,0.552295,0.710130
Lounge,local,0-3-10-11-22,0.556983,0.713928
Lounge,local,0-3-10-20-23,0.581275,0.734820
Lounge,local,0-10-11-12-20,0.529242,0.674038
Lounge,local,0-3-6-11-19,0.577443,0.731559
Lounge,local,0-10-15-20-23,0.555090,0.713614
Lounge,local,0-3-9-10-20,0.576635,0.731109
Lounge,local,2-3-10-11-20,0.541356,0.701310
Lounge,local,0-10-11-20-23,0.459418,0.613546
Lounge,local,5-10-12-15-20,0.553191,0.711496
Lounge,local,3-10-11-20-24,0.575948,0.730317
Lounge,local,0-10-11-16-20,0.518709,0.665596
Lounge,local,2-3-10-11-17,0.525976,0.688023
Lounge,local,0-3-11-17-21,0.560389,0.717769
Lounge,local,0-3-13-19-23,0.575854,0.730349
Lounge,local,0-1-3-11-20,0.586801,0.738928
Lounge,local,0-1-3-7-20,0.583150,0.736034
Lounge,local,0-1-3-11-15,0.583274,0.736272
Lounge,local,0-3-11-15-20,0.572068,0.727366
Lounge,local,1-3-11-17-20,0.573529,0.727825
Lounge,local,0-1-9-11-20,0.537728,0.680962
Lounge,local,0-1-7-15-16,0.560750,0.716871
Lounge,local,3-11-13-19-20,0.560059,0.716384
Lunch_room,local,3-6-7-21-24,0.272422,0.403130
Lunch_room,local,1-10-11-16-20,0.296711,0.432532
Lunch_room,local,1-6-11-16-19,0.376806,0.524092
Lunch_room,local,7-14-15-16-21,0.317667,0.455140
Lunch_room,local,6-11-17-19-21,0.330518,0.467348
Lunch_room,local,6-11-16-18-21,0.349223,0.488221
Lunch_room,local,0-11-12-17-21,0.295617,0.433546
Lunch_room,local,1-4-6-9-16,0.385528,0.530830
Lunch_room,local,1-4-6-9-18,0.385852,0.530827
Lunch_room,local,1-4-9-11-18,0.351468,0.499605
Lunch_room,local,4-6-9-17-18,0.320317,0.462064
Lunch_room,local,1-6-7-8-13,0.371366,0.512491
Lunch_room,local,1-4-6-9-13,0.387829,0.533144
Lunch_room,local,1-6-9-13-20,0.379506,0.522206
Lunch_room,local,1-2-5-6-13,0.383194,0.531436
Lunch_room,local,1-3-4-9-13,0.388218,0.539353
Lunch_room,local,1-2-3-4-13,0.366302,0.517807
Lunch_room,local,1-9-14-17-19,0.360737,0.507012
Lunch_room,local,3-4-9-13-22,0.242839,0.370891
Lunch_room,local,1-4-9-13-19,0.386602,0.537133
Lunch_room,local,1-3-4-13-19,0.381022,0.534144
Lunch_room,local,1-3-9-10-17,0.341653,0.487511
Lunch_room,local,1-4-9-13-15,0.381480,0.528690
Lunch_room,local,3-4-8-13-19,0.231877,0.357340
Lunch_room,local,1-3-5-9-22,0.417695,0.568923
Lunch_room,local,1-5-12-17-22,0.365004,0.511299
Lunch_room,local,3-8-11-16-22,0.264705,0.394921
Lunch_room,local,1-3-7-17-22,0.349783,0.498171
Lunch_room,local,1-5-9-12-22,0.383104,0.528890
Lunch_room,local,1-5-9-20-22,0.404856,0.551135
Meeting_room,local,0-12-13-17-22,0.478871,0.642763
Meeting_room,local,7-12-17-20-22,0.537509,0.693794
Meeting_room,local,7-15-17-21-24,0.520696,0.678517
Meeting_room,local,5-7-12-17-21,0.488871,0.649164
Meeting_room,local,7-12-17-22-24,0.542033,0.697761
Meeting_room,local,3-12-17-22-24,0.524884,0.684357
Meeting_room,local,7-12-16-20-24,0.537635,0.693179
Meeting_room,local,1-4-10-12-22,0.483612,0.644610
Meeting_room,local,6-7-17-22-24,0.520861,0.679122
Meeting_room,local,1-12-21-22-24,0.462321,0.626329
Meeting_room,local,4-8-12-16-17,0.488678,0.647540
Meeting_room,local,7-11-12-17-22,0.526213,0.683692
Meeting_room,local,5-7-14-17-19,0.480860,0.640842
Meeting_room,local,7-8-21-22-24,0.517864,0.675889
Meeting_room,local,2-11-17-22-23,0.518524,0.680423
Meeting_room,local,7-12-17-23-24,0.544615,0.699826
Meeting_room,local,7-11-12-17-24,0.534432,0.691181
Meeting_room,local,7-12-21-23-24,0.544254,0.699281
Meeting_room,local,6-7-12-17-24,0.518969,0.677230
Meeting_room,local,4-12-17-21-24,0.528775,0.686142
Meeting_room,local,12-15-16-17-18,0.473628,0.636560
Meeting_room,local,5-6-7-12-17,0.465416,0.625584
Meeting_room,local,12-17-19-20-24,0.554726,0.708827
Meeting_room,local,12-17-19-20-22,0.545368,0.700231
Meeting_room,local,10-12-19-20-24,0.566146,0.717994
Meeting_room,local,12-19-20-23-24,0.563174,0.716417
Meeting_room,local,5-10-13-19-20,0.512835,0.670615
Meeting_room,local,4-10-12-19-22,0.541328,0.696754
Meeting_room,local,12-15-19-20-24,0.544221,0.700605
Meeting_room,local,0-3-10-13-20,0.525410,0.684300
Playground,local,1-6-11-18-21,0.419071,0.573973
Playground,local,1-6-11-21-24,0.410046,0.566788
Playground,local,1-6-10-16-21,0.421050,0.577436
Playground,local,1-6-16-17-24,0.439276,0.597058
Playground,local,1-14-17-21-24,0.428687,0.589035
Playground,local,6-14-16-17-24,0.375121,0.533626
Playground,local,6-8-13-16-24,0.323272,0.474524
Playground,local,1-16-17-21-24,0.448142,0.606490
Playground,local,1-10-16-17-24,0.449909,0.606636
Playground,local,1-9-10-12-16,0.405395,0.562525
Playground,local,1-10-14-16-17,0.430689,0.589274
Playground,local,1-2-8-13-24,0.405235,0.560364
Playground,local,1-2-9-16-24,0.438301,0.596394
Playground,local,16-17-19-20-24,0.353085,0.506928
Playground,local,0-10-14-16-21,0.404567,0.565343
Playground,local,10-13-15-17-18,0.336949,0.497822
Playground,local,4-10-16-17-24,0.413636,0.569971
Playground,local,1-6-10-16-24,0.435162,0.592191
Playground,local,1-10-17-23-24,0.443474,0.599986
Playground,local,1-9-16-17-24,0.439191,0.597276
Playground,local,1-13-16-17-24,0.422032,0.579946
Playground,local,5-7-10-16-21,0.304460,0.456874
Playground,local,5-10-16-17-20,0.364500,0.524030
Playground,local,1-16-17-20-24,0.423845,0.583119
Playground,local,8-9-16-17-19,0.280073,0.431757
Playground,local,1-7-10-17-24,0.423645,0.581189
Playground,local,1-2-4-10-16,0.436703,0.593965
Playground,local,1-5-13-14-16,0.400283,0.558031
Playground,local,1-14-16-17-24,0.386907,0.546402
Playground,local,1-11-16-17-24,0.428862,0.585969
Porch,local,1-3-4-9-14,0.555964,0.699889
Porch,local,4-7-9-14-19,0.509028,0.669316
Porch,local,1-4-14-19-24,0.601819,0.742024
Porch,local,4-9-14-18-19,0.612190,0.752777
Porch,local,0-2-9-14-24,0.507618,0.658206
Porch,local,4-6-19-21-24,0.510939,0.671744
Porch,local,1-4-9-14-17,0.574774,0.715170
Porch,local,4-9-10-14-19,0.593907,0.736061
Porch,local,2-9-14-19-24,0.576196,0.711090
Porch,local,4-14-15-19-24,0.614624,0.753875
Porch,local,2-4-9-14-19,0.583704,0.726045
Porch,local,4-6-9-14-19,0.571450,0.711441
Porch,local,2-9-11-14-22,0.549570,0.686101
Porch,local,3-9-14-19-24,0.558010,0.698823
Porch,local,4-9-14-18-24,0.619865,0.757726
Porch,local,4-9-15-19-24,0.629210,0.765052
Porch,local,4-9-10-15-19,0.609126,0.748558
Porch,local,9-13-16-20-24,0.581697,0.725146
Porch,local,4-9-15-17-22,0.601608,0.738748
Porch,local,0-6-7-9-15,0.413240,0.565065
Porch,local,4-13-16-18-24,0.453287,0.621281
Porch,local,0-4-6-9-11,0.462393,0.619088
Porch,local,4-9-19-20-23,0.581263,0.723817
Porch,local,1-4-9-19-24,0.581498,0.724457
Porch,local,3-4-9-19-24,0.544060,0.697916
Porch,local,8-14-19-21-24,0.600534,0.740890
Porch,local,9-15-18-19-24,0.575740,0.712286
Porch,local,2-9-15-19-24,0.573146,0.708297
Porch,local,5-9-15-23-24,0.616552,0.751108
Porch,local,2-4-6-20-24,0.554642,0.704464
Pots,local,4-11-13-16-21,0.645313,0.781821
Pots,local,6-11-13-16-21,0.637959,0.776120
Pots,local,4-6-11-13-14,0.646921,0.783750
Pots,local,4-6-11-14-22,0.638877,0.777668
Pots,local,4-6-11-14-20,0.639011,0.777696
Pots,local,6-9-11-12-14,0.597996,0.744616
Pots,local,0-8-11-13-14,0.626808,0.767957
Pots,local,11-12-13-14-18,0.643990,0.781236
Pots,local,6-11-13-14-22,0.629638,0.770241
Pots,local,4-7-11-13-14,0.633495,0.772164
Pots,local,1-4-6-13-14,0.609504,0.754431
Pots,local,4-6-7-11-14,0.639179,0.777789
Pots,local,1-4-6-11-14,0.625407,0.767261
Pots,local,4-5-6-13-14,0.619881,0.763418
Pots,local,1-4-6-7-11,0.616085,0.759968
Pots,local,2-6-13-14-22,0.619168,0.762856
Pots,local,4-6-11-13-21,0.651953,0.787606
Pots,local,4-6-11-13-15,0.650223,0.786130
Pots,local,5-6-9-12-21,0.593623,0.741940
Pots,local,4-7-11-13-21,0.635534,0.773587
Pots,local,4-8-11-22-23,0.619795,0.762224
Pots,local,3-6-11-13-21,0.616197,0.759751
Pots,local,6-11-13-15-21,0.631639,0.772629
Pots,local,4-7-13-15-24,0.624220,0.763708
Pots,local,6-10-11-13-14,0.649075,0.785366
Pots,local,3-4-6-14-21,0.600106,0.744918
Pots,local,8-10-11-13-17,0.632147,0.771972
Pots,local,4-6-11-14-21,0.650879,0.786428
Pots,local,2-6-13-20-21,0.617712,0.761650
Pots,local,3-11-13-15-20,0.613838,0.756322
Printing_area,local,3-7-8-18-23,0.573319,0.719099
Printing_area,local,3-8-11-18-23,0.595905,0.737701
Printing_area,local,8-10-12-22-23,0.620277,0.753939
Printing_area,local,2-3-8-13-23,0.661458,0.794084
Printing_area,local,2-3-13-23-24,0.654128,0.788620
Printing_area,local,3-7-8-19-23,0.594664,0.736477
Printing_area,local,8-13-14-20-23,0.671871,0.792259
Printing_area,local,8-13-14-16-23,0.662101,0.785387
Printing_area,local,2-3-14-20-23,0.618483,0.762166
Printing_area,local,4-8-13-14-20,0.609042,0.746384
Printing_area,local,8-10-13-14-23,0.654441,0.779547
Printing_area,local,8-12-13-20-23,0.656498,0.781883
Printing_area,local,0-8-14-20-23,0.647646,0.775757
Printing_area,local,8-13-14-18-20,0.656552,0.781299
Printing_area,local,8-9-14-20-23,0.644295,0.771333
Printing_area,local,8-11-13-19-23,0.660113,0.783873
Printing_area,local,13-14-17-20-23,0.640998,0.768640
Printing_area,local,2-8-13-20-23,0.703116,0.823812
Zen,local,0-10-15-16-20,0.550080,0.705708
Zen,local,3-9-10-16-21,0.405095,0.566639
Zen,local,10-15-16-22-24,0.540652,0.699200
Zen,local,0-7-10-15-16,0.512944,0.673346
Zen,local,2-13-16-20-21,0.470593,0.610730
Zen,local,0-10-13-15-16,0.452278,0.596390
Zen,local,0-10-14-15-23,0.517347,0.675862
Zen,local,0-2-15-21-24,0.530737,0.687955
Zen,local,0-15-16-20-23,0.553783,0.707609
Zen,local,0-8-17-20-24,0.493629,0.651796
Zen,local,0-9-15-20-23,0.535547,0.693135
Zen,local,9-15-16-20-23,0.535293,0.692699
Zen,local,2-15-16-20-23,0.566528,0.719742
Zen,local,8-13-15-20-23,0.438603,0.581851
Zen,local,2-5-15-20-23,0.563172,0.717226
Zen,local,2-7-15-20-23,0.538824,0.697105
Zen,local,2-7-20-23-24,0.535464,0.693859
Zen,local,2-3-16-20-23,0.497674,0.649218
Zen,local,6-10-15-16-23,0.395534,0.561262
Zen,local,2-9-15-16-23,0.557764,0.712142
Zen,local,2-7-16-21-23,0.497635,0.657694
Zen,local,4-14-15-16-23,0.465098,0.612365
Zen,local,4-15-16-22-24,0.399258,0.542094
Zen,local,15-16-18-20-22,0.535234,0.690056
Zen,local,2-6-14-15-16,0.450711,0.618369
Zen,local,0-2-15-16-20,0.552841,0.707351
Zen,local,2-12-15-16-23,0.569438,0.722476
Zen,local,2-5-12-15-23,0.558936,0.713500
Zen,local,1-2-12-16-23,0.565345,0.718139
Zen,local,2-15-16-22-23,0.560555,0.714796
Garden,recheck3,1-5-7-10-12,0.540559,0.701464
Garden,local3,1-5-7-12-21,0.542398,0.702815
Garden,local3,4-7-10-15-17,0.513872,0.678334
Garden,local3,1-5-7-10-21,0.537405,0.698776
Garden,restart3,0-4-6-20-24,0.512676,0.677520
Garden,restart3,1-8-11-12-24,0.480253,0.645207
Meeting_room,recheck3,10-12-19-20-24,0.562334,0.715186
Porch,recheck3,4-9-15-19-24,0.624789,0.761749
Pots,recheck3,4-6-11-13-21,0.651825,0.787299
Cantina,recheck3,12-15-17-20-24,0.582639,0.730549
Lounge,recheck3,0-1-3-11-20,0.603690,0.752298
Garden,recheck3,1-5-7-8-10,0.543149,0.703643
Playground,recheck3,1-10-16-17-24,0.448220,0.604874
Lunch_room,recheck3,1-3-5-9-22,0.412282,0.563027
Meeting_room,local3,10-19-21-23-24,0.558828,0.711718
Porch,local3,9-15-17-19-24,0.582709,0.718588
Pots,local3,4-6-11-13-20,0.644437,0.781909
Cantina,local3,12-15-17-19-24,0.551060,0.702410
Meeting_room,local3,10-12-19-22-24,0.565857,0.718066
Lounge,local3,1-3-5-16-20,0.548992,0.706221
Garden,local3,1-4-5-10-16,0.532196,0.694246
Playground,local3,1-10-17-21-24,0.437598,0.594664
Lunch_room,local3,3-5-10-16-22,0.298744,0.443382
Porch,local3,4-15-19-20-24,0.619410,0.760306
Pots,local3,6-7-11-13-23,0.588634,0.737634
Cantina,local3,3-10-13-17-20,0.528229,0.684702
Meeting_room,local3,10-12-15-19-20,0.553217,0.707413
Lounge,local3,0-1-3-12-20,0.593909,0.744670
Garden,local3,1-7-8-10-12,0.533439,0.694758
Playground,local3,1-10-14-16-24,0.441369,0.598433
Porch,local3,0-4-9-19-24,0.496204,0.658215
Pots,local3,4-7-13-16-21,0.627211,0.767554
Cantina,local3,11-12-15-17-24,0.499027,0.647681
Lunch_room,local3,1-2-9-19-23,0.363301,0.510729
Meeting_room,local3,0-10-12-20-24,0.535044,0.693080
Lounge,local3,0-1-3-16-23,0.563030,0.718343
Garden,local3,5-7-14-15-17,0.520647,0.684342
Playground,local3,10-16-17-20-24,0.363715,0.523867
Porch,local3,4-8-9-15-19,0.608344,0.747755
Pots,local3,3-6-8-11-15,0.623832,0.765688
Cantina,local3,7-11-12-20-24,0.457766,0.609923
Meeting_room,local3,12-18-19-20-24,0.540009,0.696462
Lunch_room,local3,1-3-9-12-22,0.341600,0.488795
Lounge,local3,0-1-3-8-12,0.581283,0.734632
Garden,local3,1-5-7-13-19,0.515254,0.676911
Playground,local3,1-9-10-19-24,0.401876,0.553356
Porch,local3,4-9-14-15-24,0.610596,0.748627
Pots,local3,4-6-13-18-21,0.631561,0.771254
Cantina,local3,0-7-12-18-24,0.462888,0.625239
Meeting_room,local3,5-10-15-19-20,0.506596,0.665262
Lounge,local3,1-3-7-12-24,0.566227,0.721557
Lunch_room,local3,1-3-9-19-22,0.357499,0.507212
Garden,local3,0-2-8-10-24,0.499544,0.665477
Playground,local3,1-2-10-16-24,0.445317,0.601975
Porch,local3,4-9-18-19-24,0.602785,0.745202
Pots,local3,4-6-13-22-24,0.634131,0.773601
Cantina,local3,15-17-20-23-24,0.518051,0.676243
Meeting_room,local3,5-10-16-19-24,0.501487,0.660578
Lounge,local3,0-3-7-12-13,0.575273,0.729919
Garden,local3,1-5-7-10-16,0.538753,0.699904
Lunch_room,local3,5-8-13-21-22,0.318774,0.456581
Playground,local3,1-4-10-16-17,0.454599,0.610378
Porch,local3,4-6-15-19-20,0.556445,0.704230
Pots,local3,4-6-11-20-21,0.647459,0.783937
Meeting_room,local3,10-19-20-21-24,0.551486,0.705838
Cantina,local3,1-12-15-17-20,0.516867,0.670083
Lounge,local3,0-7-12-20-24,0.573156,0.727963
Garden,local3,1-5-11-12-21,0.538368,0.699113
Porch,local3,0-4-15-19-24,0.496335,0.657466
Playground,local3,1-4-14-16-17,0.379543,0.539174
Lunch_room,local3,1-3-5-7-17,0.400165,0.550830
Pots,local3,6-13-15-17-21,0.641225,0.780051
Meeting_room,local3,7-11-19-20-24,0.537535,0.694180
Cantina,local3,5-15-20-23-24,0.492181,0.653883
Lounge,local3,0-1-3-12-14,0.585612,0.738209
Garden,local3,1-7-8-10-24,0.522137,0.684998
Porch,local3,3-4-9-15-24,0.594620,0.737244
Playground,local3,4-5-10-16-22,0.315038,0.460523
Meeting_room,local3,6-10-19-20-24,0.544590,0.700190
Pots,local3,5-6-11-13-21,0.650128,0.785511
Cantina,local3,7-10-15-20-24,0.462438,0.619220
Lunch_room,local3,3-5-9-18-22,0.335592,0.482390
Lounge,local3,0-3-12-15-20,0.578483,0.732624
Garden,local3,1-7-8-9-10,0.504710,0.666594
Porch,local3,2-4-15-19-24,0.579056,0.724988
Playground,local3,1-4-9-16-17,0.449575,0.606422
Meeting_room,local3,1-2-5-10-19,0.455867,0.618693
Pots,local3,8-11-14-19-21,0.644087,0.781335
Cantina,local3,0-4-15-18-24,0.442738,0.605034
Lunch_room,local3,1-3-5-9-14,0.415558,0.566126
Lounge,local3,0-2-3-12-14,0.577689,0.731880
Garden,local3,1-5-8-10-17,0.530992,0.693343
Porch,local3,4-9-15-18-19,0.625026,0.762955
Playground,local3,1-4-10-11-16,0.445227,0.601855
Meeting_room,local3,1-2-3-10-19,0.476818,0.638758
Pots,local3,0-5-6-11-21,0.642768,0.780795
Cantina,local3,12-14-15-20-24,0.533126,0.686097
Lounge,local3,1-2-4-12-24,0.560825,0.717393
Lunch_room,local3,2-9-12-18-22,0.308697,0.451061
Garden,local3,5-6-7-8-24,0.535296,0.696941
Porch,local3,9-12-17-19-21,0.602158,0.738968
Playground,local3,0-2-10-17-22,0.438664,0.595596
Meeting_room,local3,10-12-20-22-24,0.562466,0.715242
Pots,local3,4-5-6-11-15,0.647745,0.784500
Cantina,local3,2-14-17-19-24,0.458139,0.621435
Lounge,local3,1-3-12-13-20,0.570180,0.724940
Garden,local3,1-5-8-10-13,0.501915,0.665211
Lunch_room,local3,3-5-9-19-22,0.285815,0.418874
Porch,local3,3-4-9-15-19,0.590855,0.734890
Playground,local3,1-4-7-10-16,0.428950,0.585271
Meeting_room,local3,3-12-17-19-24,0.516686,0.676702
Pots,local3,4-11-13-15-21,0.648639,0.782853
Cantina,local3,10-15-17-20-24,0.530617,0.684729
Lounge,local3,0-1-5-12-20,0.591418,0.742642
Garden,local3,5-7-8-13-18,0.506184,0.669103
Lunch_room,local3,1-3-4-5-9,0.407524,0.558047
Porch,local3,4-9-13-15-24,0.586401,0.730715
Playground,local3,1-4-7-10-17,0.428805,0.584686
Meeting_room,local3,6-10-14-19-24,0.533215,0.690772
Pots,local3,3-4-11-15-21,0.615126,0.755181
Cantina,local3,2-12-20-22-24,0.484536,0.642399
Lounge,local3,0-1-12-14-22,0.541318,0.699006
Garden,local3,1-2-5-8-10,0.544347,0.704440
Lunch_room,local3,5-7-11-15-22,0.320090,0.459745
