scene,phase,combo,miou_query,f1_query
Pots,local3,5-9-14-15-23,0.633495,0.773074
Cantina,local3,5-9-16-18-22,0.497037,0.654819
Meeting_room,local3,5-7-10-20-24,0.514176,0.672181
Porch,local3,3-19-20-21-24,0.422638,0.578142
Lunch_room,local3,0-17-19-21-23,0.344336,0.493287
Playground,local3,0-2-10-12-13,0.425581,0.582417
Lounge,local3,0-1-11-20-24,0.586294,0.738611
Garden,local3,8-9-17-19-20,0.488193,0.652334
Pots,local3,9-11-13-17-22,0.628537,0.768031
Meeting_room,local3,7-10-20-21-24,0.540286,0.695990
Cantina,local3,7-10-13-16-22,0.473932,0.635681
Porch,local3,9-11-20-21-24,0.623563,0.757517
Playground,local3,0-2-4-12-17,0.431558,0.589809
Lunch_room,local3,0-5-17-19-21,0.394770,0.548081
Lounge,local3,3-8-12-20-21,0.554784,0.712694
Garden,local3,8-14-17-18-19,0.534382,0.696210
Pots,local3,9-16-17-20-22,0.615050,0.758540
Cantina,local3,10-11-20-22-23,0.486461,0.643539
Meeting_room,local3,7-10-14-20-21,0.530722,0.687856
Playground,local3,2-4-12-16-17,0.364425,0.513947
Porch,local3,1-6-9-14-20,0.533406,0.667931
Lunch_room,local3,17-19-21-22-23,0.342077,0.490306
Lounge,local3,1-7-10-20-24,0.581587,0.734658
Garden,local3,8-13-17-20-23,0.447802,0.610005
Pots,local3,0-7-9-10-16,0.620284,0.763325
Meeting_room,local3,2-7-10-20-23,0.551458,0.707856
Cantina,local3,1-3-4-16-18,0.436823,0.601399
Porch,local3,11-14-20-21-24,0.612735,0.749508
Playground,local3,1-7-12-16-17,0.424926,0.583626
Lounge,local3,1-2-3-20-24,0.582527,0.735184
Garden,local3,2-8-14-19-20,0.526491,0.689389
Lunch_room,local3,15-16-17-21-22,0.362926,0.506440
Pots,local3,3-9-14-16-20,0.604597,0.750362
Meeting_room,local3,2-7-10-14-23,0.536078,0.694720
Cantina,local3,9-10-13-18-22,0.480505,0.632234
Porch,local3,5-9-11-20-21,0.625014,0.762824
Playground,local3,0-2-16-17-23,0.444959,0.603147
Lounge,local3,0-1-3-10-20,0.588259,0.740164
Garden,local3,3-8-17-19-20,0.503296,0.669289
Lunch_room,local3,3-13-19-21-23,0.320715,0.467219
Meeting_room,local3,2-10-16-18-23,0.536406,0.695144
Pots,local3,7-9-15-20-22,0.617255,0.760459
Cantina,local3,9-14-16-18-22,0.530488,0.684238
Porch,local3,7-8-11-14-21,0.528057,0.672059
Garden,local3,0-2-5-8-17,0.503751,0.669562
Playground,local3,0-2-4-5-8,0.413957,0.571780
Lounge,local3,0-1-3-19-20,0.596538,0.746756
Lunch_room,local3,3-11-19-21-23,0.288615,0.429539
Meeting_room,local3,2-7-10-22-23,0.550720,0.706994
Pots,restart3,1-4-7-8-22,0.613095,0.756256
Cantina,local3,0-10-13-18-22,0.482678,0.640843
Porch,local3,7-9-11-20-21,0.513061,0.664294
Garden,local3,8-13-17-19-20,0.482435,0.646231
Meeting_room,local3,2-8-10-22-23,0.537930,0.696249
Cantina,local3,6-9-18-19-22,0.457117,0.611859
Lounge,local3,1-3-14-20-24,0.573826,0.728090
Playground,local3,0-5-12-17-24,0.425095,0.583205
Porch,restart3,6-16-17-18-22,0.497496,0.648342
Pots,local3,2-7-12-22-23,0.597873,0.745477
Lunch_room,local3,5-6-17-19-23,0.357246,0.505361
Garden,local3,6-7-11-14-19,0.512643,0.676305
Meeting_room,local3,2-7-20-23-24,0.537543,0.695943
Cantina,local3,6-10-14-18-20,0.418999,0.568924
Lounge,local3,3-7-14-20-24,0.547139,0.705850
Porch,local3,13-15-16-17-23,0.504208,0.654825
Playground,local3,0-12-16-17-19,0.388850,0.546127
Pots,local3,7-14-22-23-24,0.615873,0.759481
Garden,local3,8-17-19-20-22,0.506843,0.672004
Lunch_room,local3,1-2-6-21-23,0.376637,0.521898
Meeting_room,local3,7-10-18-20-24,0.541504,0.696353
Cantina,local3,14-15-16-18-22,0.507197,0.666907
Lounge,local3,3-14-20-22-23,0.512993,0.675227
Porch,local3,1-6-15-23-24,0.562115,0.695976
Playground,local3,2-12-15-17-18,0.351021,0.505220
Pots,local3,2-7-8-13-22,0.615432,0.759329
Meeting_room,local3,7-8-9-10-20,0.509148,0.667684
Garden,local3,8-10-14-19-20,0.506566,0.671484
Cantina,restart3,0-6-8-10-15,0.471821,0.631405
Lunch_room,local3,13-17-19-21-23,0.355741,0.507231
Lounge,local3,1-3-8-12-21,0.566578,0.722089
Porch,local3,1-13-15-16-24,0.553487,0.691812
Playground,local3,0-2-12-15-17,0.430944,0.590796
Pots,local3,4-7-14-15-18,0.623907,0.763597
Meeting_room,local3,6-7-10-16-23,0.524571,0.681555
Garden,local3,7-8-13-14-24,0.492679,0.656545
Cantina,local3,6-8-10-15-17,0.449813,0.602853
Lounge,restart3,1-2-8-12-13,0.542211,0.701634
Lunch_room,local3,5-10-15-17-19,0.305321,0.447340
Porch,local3,1-6-11-15-24,0.525584,0.660108
Playground,local3,14-15-16-17-19,0.201875,0.328278
Meeting_room,local3,2-10-11-20-23,0.554210,0.711067
Pots,local3,1-4-9-16-18,0.597549,0.743760
Garden,local3,11-13-14-17-19,0.495493,0.658847
Cantina,local3,6-7-8-14-15,0.457182,0.614876
Lounge,local3,2-6-12-20-22,0.543555,0.702774
Porch,local3,1-6-15-17-24,0.566835,0.700174
Lunch_room,local3,5-14-17-19-23,0.359611,0.507970
Meeting_room,local3,2-10-11-17-23,0.540072,0.698802
Playground,local3,0-2-9-10-16,0.442682,0.600489
Pots,local3,4-5-7-14-18,0.611614,0.755525
Garden,local3,6-8-14-20-23,0.475280,0.636598
Cantina,local3,0-1-8-10-15,0.491972,0.646168
Lounge,local3,6-10-12-20-22,0.564863,0.720720
Porch,local3,1-6-20-21-24,0.594193,0.735460
Meeting_room,local3,2-3-8-10-20,0.514231,0.674333
Lunch_room,local3,2-6-17-22-23,0.373261,0.517547
Playground,local3,0-2-12-17-21,0.442050,0.600424
Pots,local3,0-4-7-14-15,0.609073,0.751923
Garden,restart3,1-11-17-19-22,0.507916,0.671621
Cantina,local3,1-8-10-12-15,0.492298,0.645290
Lounge,local3,3-5-10-19-20,0.561959,0.718531
Porch,local3,8-15-20-21-24,0.620760,0.757053
Meeting_room,local3,2-9-10-20-23,0.551787,0.708363
Playground,local3,0-5-7-12-23,0.401837,0.560149
Pots,local3,4-7-15-18-23,0.612879,0.755745
Lunch_room,local3,5-6-19-21-23,0.314028,0.451514
Garden,local3,1-11-19-21-22,0.507382,0.670819
Cantina,local3,1-8-10-11-15,0.468317,0.623040
Lounge,local3,5-10-12-20-22,0.574264,0.729065
Porch,local3,3-7-18-20-21,0.374738,0.529754
Meeting_room,local3,1-11-18-19-20,0.469540,0.632543
Playground,local3,0-2-12-16-20,0.443741,0.602408
Pots,local3,1-4-5-7-9,0.617937,0.760591
Lunch_room,local3,5-13-17-19-23,0.359217,0.514845
Garden,local3,1-5-6-19-22,0.532528,0.694289
Cantina,local3,0-1-5-12-15,0.457020,0.617499
Lounge,local3,5-10-12-20-21,0.570508,0.725993
Porch,local3,8-17-20-21-24,0.599791,0.742960
Meeting_room,local3,6-10-16-21-23,0.543199,0.697897
Playground,local3,0-12-16-17-24,0.405341,0.560326
Pots,local3,0-1-3-14-15,0.592967,0.738978
Garden,local3,0-1-5-16-22,0.496818,0.662869
Cantina,local3,1-8-12-15-21,0.481723,0.637882
Lounge,local3,10-12-13-20-22,0.507769,0.669270
Lunch_room,local3,5-17-22-23-24,0.345715,0.489928
Meeting_room,local3,2-9-11-20-23,0.547509,0.704848
Porch,local3,8-13-18-21-24,0.584294,0.726842
Pots,local3,4-11-14-18-24,0.639261,0.775569
Playground,local3,0-2-5-12-16,0.429153,0.588010
Garden,local3,1-5-6-21-22,0.532670,0.694422
Lounge,local3,3-5-10-16-18,0.538637,0.697860
Cantina,local3,8-9-10-12-15,0.492726,0.638514
Meeting_room,local3,0-2-6-9-11,0.521843,0.683259
Porch,local3,7-8-20-21-24,0.522634,0.680534
Lunch_room,local3,16-17-19-21-24,0.369493,0.516607
Pots,local3,4-8-14-17-18,0.597499,0.743927
Playground,local3,0-16-17-20-23,0.417303,0.577452
Garden,local3,5-6-15-21-24,0.522790,0.686207
Lounge,local3,5-10-12-20-24,0.573434,0.728215
Cantina,local3,5-9-10-12-20,0.492166,0.639026
Meeting_room,local3,4-6-10-20-24,0.518414,0.676276
Porch,local3,2-5-8-10-15,0.572104,0.710821
Pots,local3,4-6-14-15-18,0.633056,0.772382
Lunch_room,local3,15-17-19-21-23,0.364975,0.510652
Playground,local3,2-12-16-17-21,0.351132,0.505347
Garden,local3,5-6-10-19-21,0.532681,0.694867
Lounge,local3,5-10-12-14-20,0.562361,0.719166
Cantina,local3,3-8-9-10-16,0.513387,0.667943
Meeting_room,local3,2-11-20-22-24,0.532491,0.692836
Porch,local3,4-8-15-20-21,0.632078,0.769920
Pots,local3,4-11-14-19-24,0.647123,0.782474
Playground,local3,0-6-9-16-17,0.433875,0.592788
Garden,local3,5-6-10-19-23,0.473809,0.635506
Lunch_room,local3,2-5-12-19-22,0.338166,0.490537
Lounge,local3,5-10-12-22-24,0.571954,0.727134
Meeting_room,local3,2-7-10-11-23,0.547984,0.705015
Cantina,local3,3-8-9-10-17,0.525217,0.679599
Porch,local3,0-4-12-13-15,0.456836,0.615800
Pots,local3,4-14-16-20-21,0.604000,0.748263
Playground,local3,0-1-4-17-20,0.431295,0.589284
Garden,local3,5-7-8-10-21,0.530518,0.692720
Meeting_room,local3,2-10-11-20-22,0.550483,0.707845
Lounge,local3,3-5-10-12-22,0.565918,0.721959
Cantina,local3,6-8-9-15-16,0.454157,0.607307
Porch,local3,4-6-10-15-21,0.587256,0.729483
Lunch_room,local3,5-6-17-21-23,0.352718,0.497350
Pots,local3,2-4-11-19-24,0.618149,0.759890
Playground,local3,4-8-12-13-17,0.309667,0.451525
Garden,local3,10-13-16-19-21,0.504371,0.666450
Meeting_room,local3,5-7-10-11-20,0.498697,0.656991
Lounge,local3,2-5-10-12-15,0.551641,0.710208
Cantina,local3,3-8-9-17-24,0.504510,0.662942
Porch,local3,1-4-6-20-22,0.610469,0.749184
Lunch_room,local3,5-12-17-19-23,0.298373,0.448278
Pots,local3,1-4-16-19-24,0.594202,0.740873
Playground,local3,0-7-12-16-17,0.419843,0.579857
Garden,local3,3-5-6-10-19,0.491293,0.658217
Meeting_room,local3,0-9-10-11-23,0.544584,0.701626
Cantina,local3,3-8-10-17-20,0.520992,0.678160
Lounge,local3,1-5-12-19-22,0.574320,0.728309
Porch,local3,2-6-10-15-20,0.545503,0.682629
Pots,local3,4-10-14-19-24,0.615572,0.757205
Lunch_room,local3,2-8-17-21-22,0.372521,0.519379
Garden,local3,5-6-7-19-21,0.538056,0.699288
Playground,local3,2-7-10-12-15,0.360088,0.510284
Meeting_room,local3,2-11-16-20-23,0.535168,0.694875
Porch,local3,8-13-14-15-20,0.530019,0.673171
Cantina,local3,9-10-12-15-22,0.502478,0.650499
Lounge,local3,5-6-12-19-22,0.557127,0.713977
Pots,local3,11-14-15-19-24,0.642491,0.780226
Garden,local3,6-7-11-22-23,0.479513,0.644298
Lunch_room,local3,4-5-9-17-23,0.317154,0.453108
Playground,local3,0-2-12-13-16,0.408678,0.567073
Porch,local3,8-9-15-20-24,0.573772,0.711520
Meeting_room,local3,10-11-15-20-23,0.554505,0.709569
Lounge,local3,6-12-18-19-22,0.558370,0.714957
Cantina,local3,3-9-17-18-20,0.504421,0.664184
Pots,local3,5-11-22-23-24,0.629858,0.769013
Garden,local3,5-7-10-19-21,0.534599,0.696285
Lunch_room,local3,5-12-17-22-23,0.282878,0.427984
Playground,restart3,0-5-6-22-23,0.396082,0.553260
Porch,local3,4-8-10-15-24,0.606714,0.745094
Meeting_room,local3,9-11-15-20-23,0.548405,0.704002
Pots,local3,7-10-15-19-24,0.637326,0.775362
Cantina,local3,1-3-9-10-17,0.480435,0.637086
Lounge,local3,12-20-21-22-23,0.493134,0.657075
Garden,local3,5-7-17-19-21,0.529774,0.692180
Lunch_room,local3,14-17-19-21-23,0.355045,0.501954
Porch,local3,4-6-8-15-21,0.592133,0.733831
Playground,local3,0-4-6-17-22,0.431713,0.588335
Meeting_room,local3,0-5-10-11-15,0.472366,0.633603
Pots,local3,9-16-19-21-24,0.628892,0.769528
Cantina,local3,3-8-9-17-21,0.511885,0.670231
Garden,local3,5-6-13-19-21,0.505814,0.669123
Lounge,local3,12-17-19-22-24,0.554203,0.711531
Lunch_room,local3,10-12-17-21-22,0.259896,0.385922
Porch,local3,2-4-8-17-20,0.573925,0.718924
Meeting_room,local3,10-15-20-22-23,0.544375,0.700359
Playground,local3,0-1-3-4-17,0.399931,0.553919
Pots,local3,4-11-12-19-24,0.654915,0.789542
Cantina,local3,3-4-6-9-23,0.457654,0.622344
Garden,local3,4-6-18-21-24,0.527361,0.690190
Lounge,local3,1-5-12-16-19,0.545000,0.702645
Lunch_room,local3,5-12-15-17-23,0.308404,0.455122
Porch,local3,0-15-17-20-23,0.504463,0.657692
Meeting_room,local3,11-15-20-23-24,0.542548,0.699785
Playground,local3,4-6-13-17-22,0.313846,0.460003
Pots,local3,12-15-19-23-24,0.633387,0.773604
Cantina,local3,8-10-15-16-17,0.516325,0.669676
Garden,local3,4-5-6-9-21,0.474565,0.641888
Lounge,local3,5-12-16-21-22,0.532224,0.692480
Lunch_room,local3,5-9-17-19-21,0.355376,0.501456
Porch,local3,0-4-8-15-21,0.488068,0.649628
Meeting_room,local3,5-10-11-15-20,0.489219,0.647813
Playground,local3,6-11-17-18-22,0.368399,0.526178
Pots,local3,4-11-12-18-24,0.640642,0.777898
Cantina,local3,2-3-8-9-10,0.453398,0.613073
Garden,local3,5-6-9-14-23,0.457945,0.620492
Lounge,local3,1-2-12-19-22,0.558086,0.714295
Lunch_room,local3,5-19-21-22-23,0.344425,0.485980
Porch,local3,4-8-10-15-20,0.607322,0.747432
Meeting_room,local3,10-11-15-16-20,0.534629,0.691328
Playground,local3,4-6-9-17-22,0.312114,0.458276
Pots,local3,0-11-12-19-24,0.652276,0.787513
Cantina,local3,3-5-8-10-12,0.495089,0.655892
Garden,local3,1-5-7-10-22,0.527968,0.690496
Lounge,local3,2-5-12-19-22,0.552150,0.710145
Porch,local3,5-15-16-20-21,0.614475,0.754278
Lunch_room,local3,8-17-19-21-23,0.339473,0.487162
Meeting_room,local3,2-11-15-20-23,0.527504,0.688471
Playground,local3,0-3-4-6-17,0.395889,0.550013
Pots,local3,3-4-11-12-22,0.620421,0.761950
Cantina,local3,3-8-10-12-17,0.495779,0.653588
Garden,local3,1-5-6-7-20,0.539367,0.700345
Lounge,local3,1-5-12-13-14,0.561879,0.717782
Porch,local3,4-5-15-20-21,0.496629,0.654212
Meeting_room,local3,4-11-15-20-23,0.534692,0.691594
Lunch_room,local3,5-13-19-21-23,0.337242,0.477524
Playground,local3,0-4-6-7-22,0.403318,0.559854
Pots,local3,1-4-11-19-24,0.611508,0.754048
Cantina,local3,3-8-9-10-12,0.522484,0.675974
Porch,local3,3-4-8-20-21,0.514121,0.670464
Garden,local3,1-5-6-7-18,0.543613,0.703983
Lounge,local3,1-4-12-19-22,0.558479,0.715432
Lunch_room,local3,2-5-17-19-21,0.388664,0.540935
Meeting_room,local3,11-12-17-20-23,0.560405,0.714133
Playground,local3,0-6-17-18-22,0.421100,0.578475
Pots,local3,4-11-18-19-24,0.640403,0.777519
Cantina,local3,2-3-8-9-21,0.445842,0.607564
Porch,local3,4-10-15-20-21,0.594970,0.736685
Garden,local3,1-3-7-9-18,0.501405,0.664629
Meeting_room,local3,2-12-17-20-23,0.533806,0.693489
Lunch_room,local3,5-17-19-22-23,0.370203,0.521962
Lounge,local3,1-4-6-12-19,0.552413,0.710124
Playground,local3,0-6-13-17-22,0.420727,0.579134
Pots,local3,4-11-12-22-24,0.643044,0.779815
Cantina,local3,3-8-9-10-15,0.530301,0.682414
Porch,local3,3-8-15-20-21,0.583838,0.727960
Garden,local3,6-7-9-17-18,0.493823,0.658115
Meeting_room,local3,7-12-17-20-23,0.547257,0.702313
Lounge,local3,4-5-12-19-22,0.523652,0.686079
Lunch_room,local3,4-5-14-21-23,0.298431,0.433248
Playground,local3,0-4-6-11-22,0.409789,0.565049
Pots,local3,11-12-14-16-19,0.649296,0.783934
Cantina,local3,1-3-4-15-21,0.459389,0.624230
Porch,local3,4-6-10-15-20,0.578725,0.719174
Garden,local3,1-7-15-16-21,0.517032,0.680412
Meeting_room,local3,11-17-20-22-23,0.548275,0.704335
Lounge,local3,5-7-8-10-12,0.556467,0.714175
Playground,local3,0-4-5-17-22,0.428615,0.585412
Pots,local3,4-12-18-19-24,0.631911,0.772136
Lunch_room,restart3,7-8-17-20-21,0.325306,0.465145
Cantina,local3,9-10-12-15-16,0.507218,0.656252
Porch,local3,2-4-6-8-14,0.547008,0.686469
Garden,local3,5-6-7-18-20,0.535369,0.697085
Meeting_room,local3,10-11-17-20-23,0.559144,0.713195
Lounge,local3,1-12-19-22-24,0.560251,0.715986
Playground,local3,4-8-17-19-22,0.399264,0.560518
Pots,local3,1-4-12-19-24,0.603737,0.748793
Lunch_room,local3,3-7-17-20-21,0.318468,0.464143
Porch,local3,4-8-14-15-21,0.608804,0.749131
Cantina,local3,3-8-9-14-22,0.513017,0.669931
Meeting_room,local3,6-10-11-17-20,0.526590,0.683433
Garden,local3,1-8-15-18-22,0.463607,0.629672
Lounge,local3,1-5-7-11-22,0.579989,0.732981
Playground,local3,1-4-6-14-22,0.400383,0.554604
Pots,local3,4-6-8-11-19,0.648367,0.784795
Porch,local3,4-5-7-15-21,0.440635,0.606819
Cantina,local3,3-6-7-9-10,0.470334,0.633330
Lunch_room,local3,7-17-18-20-21,0.356709,0.500706
Printing_area,recheck3,2-8-13-20-24,0.710638,0.829050
Garden,local3,5-6-7-18-22,0.525726,0.688622
Lounge,local3,1-5-7-18-22,0.571928,0.726430
Playground,local3,0-3-4-17-22,0.434995,0.592217
Pots,local3,3-4-11-12-24,0.614233,0.756002
Porch,local3,8-15-19-20-21,0.605856,0.745811
Cantina,local3,3-4-8-9-15,0.530380,0.683691
Printing_area,local3,2-8-13-18-24,0.665665,0.796402
Lunch_room,local3,7-17-18-19-24,0.309640,0.455463
Garden,local3,0-1-2-5-6,0.512992,0.677596
Lounge,local3,1-7-11-14-22,0.545586,0.703782
Playground,local3,0-3-17-22-23,0.432299,0.590151
Porch,local3,0-4-16-19-20,0.467130,0.632712
Pots,local3,4-11-13-19-21,0.650472,0.785648
Cantina,local3,1-2-4-8-10,0.436139,0.599065
Printing_area,local3,2-8-9-15-24,0.640995,0.777352
Garden,local3,1-4-5-7-18,0.546847,0.706786
Lunch_room,local3,0-7-13-21-24,0.348366,0.496513
Lounge,local3,1-5-7-11-16,0.552256,0.709133
Playground,local3,1-4-7-13-17,0.423384,0.580025
Porch,local3,4-8-9-15-21,0.612778,0.751822
Pots,local3,11-12-16-17-19,0.645712,0.780848
Cantina,local3,2-3-8-9-15,0.465348,0.624871
Printing_area,local3,2-7-12-16-20,0.652069,0.786850
Garden,local3,0-5-7-9-20,0.483890,0.649802
Lunch_room,local3,1-4-12-18-21,0.368600,0.513445
Lounge,local3,1-10-11-18-20,0.533279,0.694930
Playground,local3,0-1-3-4-22,0.426785,0.584632
Porch,local3,3-4-5-7-8,0.418288,0.576698
Pots,local3,4-11-17-19-24,0.649341,0.784878
Printing_area,local3,2-8-13-21-24,0.677392,0.805134
Cantina,local3,3-4-8-13-15,0.508775,0.666319
Garden,local3,4-11-15-18-22,0.507363,0.671612
Lounge,local3,4-7-9-11-15,0.508453,0.673109
Lunch_room,local3,4-10-12-22-23,0.220653,0.346693
Playground,local3,3-4-17-19-22,0.395434,0.557401
Porch,local3,4-8-9-11-15,0.583206,0.724114
Pots,local3,4-11-19-20-24,0.639120,0.776456
Printing_area,local3,2-13-20-21-24,0.660161,0.792560
Cantina,local3,8-9-15-17-23,0.516255,0.664516
Garden,local3,1-5-7-16-18,0.546322,0.706259
Lounge,local3,1-5-7-22-24,0.575870,0.729725
Playground,local3,3-4-7-22-23,0.330236,0.476658
Porch,local3,0-9-12-15-21,0.498124,0.647441
Lunch_room,local3,1-4-6-12-18,0.374182,0.518001
Pots,local3,11-12-15-19-24,0.649696,0.785369
Printing_area,local3,4-5-12-13-20,0.598415,0.738861
Cantina,local3,2-4-10-11-15,0.441548,0.601135
Garden,local3,3-4-5-7-18,0.475434,0.644101
Lounge,local3,1-5-7-11-20,0.578428,0.731655
Playground,local3,0-3-11-19-24,0.426099,0.581103
Porch,local3,3-4-15-17-21,0.505979,0.665312
Pots,local3,4-18-19-23-24,0.605902,0.750175
Printing_area,local3,5-8-13-20-24,0.647797,0.774500
Lunch_room,local3,1-4-12-18-20,0.367025,0.512044
Garden,local3,1-4-5-7-20,0.543906,0.704274
Cantina,local3,3-4-11-13-18,0.450377,0.613174
Lounge,local3,1-3-7-11-22,0.551376,0.707944
Playground,local3,0-4-11-17-22,0.442356,0.599380
Porch,local3,4-8-15-17-21,0.614459,0.753989
Pots,local3,5-7-15-19-24,0.631481,0.771462
Printing_area,local3,2-5-7-14-20,0.618718,0.760895
Garden,local3,4-6-7-17-18,0.525225,0.688349
Cantina,local3,2-4-8-9-19,0.460042,0.619075
Lunch_room,local3,4-12-15-18-19,0.270671,0.412408
Lounge,local3,5-9-11-22-23,0.551103,0.709791
Playground,local3,0-1-4-17-22,0.435486,0.593230
Porch,local3,4-9-15-20-21,0.628752,0.766918
Pots,local3,3-4-7-12-24,0.610309,0.753811
Printing_area,local3,8-13-20-22-24,0.685894,0.802149
Garden,local3,0-4-5-7-18,0.510506,0.675796
Cantina,local3,4-8-9-15-19,0.474839,0.622843
Lunch_room,local3,2-4-6-12-18,0.350527,0.497102
Lounge,local3,0-5-11-20-22,0.588901,0.740820
Playground,local3,4-11-16-17-22,0.356610,0.509955
Porch,local3,4-7-8-15-20,0.535112,0.692464
Pots,local3,3-11-12-19-24,0.635120,0.773629
Printing_area,local3,8-11-16-20-24,0.652830,0.778809
Garden,local3,1-4-5-18-24,0.529298,0.691774
Cantina,local3,3-4-9-15-19,0.511753,0.669720
Lounge,local3,0-5-11-15-20,0.578898,0.732876
Lunch_room,local3,1-4-5-10-16,0.376635,0.523950
Playground,local3,4-11-12-17-22,0.325707,0.472178
Pots,local3,9-11-13-19-24,0.624370,0.765326
Zen,recheck3,2-11-15-18-22,0.584971,0.735869
Printing_area,local3,1-2-8-13-20,0.621895,0.763848
Garden,local3,1-2-4-18-21,0.543441,0.703594
Cantina,local3,8-12-15-16-22,0.545080,0.695790
Lounge,local3,0-6-11-22-24,0.576069,0.729466
Playground,local3,4-6-11-22-23,0.301375,0.441729
Pots,local3,4-7-11-12-24,0.638089,0.776341
Lunch_room,local3,1-4-5-10-24,0.382809,0.529948
Printing_area,local3,0-2-8-13-20,0.608941,0.754097
Zen,local3,9-10-11-15-22,0.470941,0.631641
Garden,local3,4-5-7-12-18,0.501874,0.667698
Cantina,local3,8-11-12-19-22,0.450943,0.607340
Lounge,local3,0-7-11-12-15,0.571586,0.726919
Playground,local3,0-4-9-13-15,0.426206,0.583436
Pots,local3,4-11-16-19-24,0.648930,0.784864
Printing_area,local3,2-3-13-18-20,0.593953,0.742145
Garden,local3,4-5-7-8-18,0.508187,0.673521
Zen,local3,2-8-11-17-18,0.493523,0.653042
Lunch_room,local3,1-4-9-16-22,0.364051,0.511446
Cantina,local3,1-9-16-22-24,0.471175,0.629783
Lounge,local3,0-5-11-18-22,0.583933,0.736880
Pots,local3,0-4-11-12-16,0.625409,0.767023
Playground,local3,0-4-11-14-17,0.442678,0.600362
Printing_area,local3,1-2-13-16-18,0.569621,0.716197
Garden,local3,1-4-7-8-14,0.544953,0.704995
Zen,local3,2-5-14-18-19,0.511072,0.665746
Cantina,local3,12-15-16-17-22,0.561553,0.711047
Lunch_room,local3,5-8-10-19-24,0.298809,0.435093
Lounge,local3,2-11-20-21-22,0.510062,0.672254
Pots,local3,4-11-13-18-24,0.637900,0.774716
Playground,local3,0-1-4-14-22,0.416398,0.573415
Printing_area,local3,2-3-8-15-23,0.586745,0.737027
Garden,local3,0-1-6-7-18,0.512809,0.677260
Zen,local3,2-8-14-18-22,0.492447,0.649185
Lounge,local3,0-3-5-20-21,0.580454,0.734088
Cantina,local3,13-15-16-17-22,0.515202,0.672432
Lunch_room,local3,4-5-11-15-24,0.322467,0.462084
Playground,local3,0-4-14-17-23,0.438598,0.596234
Printing_area,local3,0-2-7-13-20,0.551463,0.703302
Garden,local3,1-4-5-7-12,0.546106,0.706081
Zen,local3,2-3-15-18-22,0.517576,0.669468
Lounge,local3,5-11-13-20-22,0.572160,0.726757
Cantina,local3,12-15-16-17-23,0.562125,0.711233
Lunch_room,local3,1-2-4-10-24,0.344213,0.492897
Playground,local3,0-8-11-14-17,0.395438,0.555793
Printing_area,local3,2-8-10-13-24,0.685166,0.810934
Zen,local3,2-15-18-20-22,0.564111,0.718269
Lounge,local3,0-3-5-12-24,0.583003,0.736166
Cantina,local3,5-6-12-15-18,0.436551,0.585431
Playground,local3,3-4-17-20-23,0.415431,0.574612
Printing_area,local3,4-8-20-22-24,0.598740,0.739646
Lunch_room,local3,1-4-14-21-24,0.392184,0.538552
Zen,local3,2-8-10-15-22,0.531358,0.691085
Lounge,local3,0-11-15-18-20,0.585894,0.738375
Cantina,local3,1-10-12-15-16,0.491594,0.647619
Playground,local3,0-4-5-11-17,0.439753,0.597380
Printing_area,local3,2-9-13-20-24,0.674456,0.801971
Lunch_room,local3,1-5-14-21-24,0.401160,0.547142
Lounge,local3,0-5-8-15-24,0.580091,0.733820
Zen,local3,2-15-16-17-18,0.527989,0.683640
Cantina,local3,0-15-16-17-23,0.504206,0.661534
Playground,local3,0-9-11-14-23,0.393602,0.551172
Printing_area,local3,3-14-17-20-24,0.600858,0.740286
Lunch_room,local3,1-14-16-21-24,0.394925,0.539129
Lounge,local3,0-11-15-20-22,0.566801,0.721436
Zen,local3,2-11-14-18-22,0.546113,0.701508
Printing_area,local3,0-2-7-8-20,0.544999,0.699852
Lunch_room,local3,1-5-11-12-14,0.352647,0.498146
Zen,local3,0-2-4-11-22,0.392755,0.529176
Printing_area,local3,2-3-11-21-24,0.611258,0.756257
Printing_area,local3,2-3-8-13-20,0.667717,0.798693
Zen,local3,2-14-15-16-23,0.532154,0.688732
Lunch_room,local3,1-5-13-14-21,0.395218,0.542647
Printing_area,local3,2-5-12-20-24,0.643907,0.780450
Zen,local3,2-4-11-15-18,0.432642,0.573419
Lunch_room,local3,1-5-19-21-24,0.425149,0.577228
Printing_area,local3,8-13-18-21-24,0.649183,0.775141
Zen,local3,1-2-11-15-22,0.543397,0.698528
Lunch_room,local3,1-5-19-22-24,0.420444,0.572334
Printing_area,local3,1-5-8-19-24,0.613044,0.751766
Zen,local3,1-2-15-17-23,0.527362,0.684186
Lunch_room,local3,7-12-19-21-24,0.248670,0.382148
Printing_area,local3,2-8-17-20-24,0.608534,0.752341
Zen,local3,2-18-20-22-24,0.548003,0.703142
Printing_area,local3,8-17-19-23-24,0.585456,0.726565
Lunch_room,local3,1-5-10-19-24,0.410527,0.562415
Zen,local3,2-3-11-17-22,0.482115,0.636386
Printing_area,local3,0-2-8-13-24,0.617085,0.759152
Lunch_room,local3,1-5-21-23-24,0.396646,0.542186
Zen,local3,2-15-18-22-24,0.552283,0.707684
Printing_area,local3,0-3-13-18-20,0.544923,0.691553
Lunch_room,local3,1-5-14-19-24,0.413861,0.566646
Zen,local3,2-11-13-15-22,0.463961,0.606256
Printing_area,local3,2-11-16-18-24,0.637153,0.774607
Zen,local3,10-11-18-19-23,0.557521,0.713796
