scene,variant,norm,task,n_frames,auprc,auroc,effect_size,fp_rejection_at_recall0.95,fp_rejection_at_recall0.99,kept_frac_at_recall0.95,kept_frac_at_recall0.99,mean_fp,mean_separation,mean_tp,median_fp,median_tp,n_neg,n_pos,precision_at_recall0.95,precision_at_recall0.99,prevalence,top10_fp_retained,top10_iou,top10_precision,top10_recall,top10_tp_retained,top1_fp_retained,top1_iou,top1_precision,top1_recall,top1_tp_retained,top20_fp_retained,top20_iou,top20_precision,top20_recall,top20_tp_retained,top30_fp_retained,top30_iou,top30_precision,top30_recall,top30_tp_retained,top50_fp_retained,top50_iou,top50_precision,top50_recall,top50_tp_retained,top5_fp_retained,top5_iou,top5_precision,top5_recall,top5_tp_retained
Porch,I0_raw_c,raw,tp_vs_fp,25,0.8703065228667142,0.25529166556066935,0.9484935590160581,0.23969225838587158,0.04523968062618548,0.8993179492212232,0.9821903100411972,0.6210639667510987,0.06944694519042968,0.6905109119415284,0.6201927185058593,0.6976788640022278,6393.04,20829.04,0.7579571998700813,0.7253353314705971,0.7194400319642058,0.024883255077685577,0.13222047217162625,0.9330274928335457,0.1336302057381762,0.1336302057381762,0.0013375339980452366,0.013364258962730855,0.9415283675838468,0.013369764823436927,0.013369764823436927,0.07057520568252483,0.24851316743885282,0.9007192137484518,0.2567495518030016,0.2567495518030016,0.11875795771383096,0.358508221835731,0.8868002956428441,0.3786319902069439,0.3786319902069439,0.24601589122887846,0.5498640083754088,0.8609831131766318,0.6120382760548732,0.6120382760548732,0.007753973909937774,0.06738095426927171,0.9472256301393327,0.06761602757274311,0.06761602757274311
Porch,I0_raw_c,raw,gt_all_pixels,25,0.7906679913880231,0.020111292613856736,,0.9108856124417902,0.6219404578858504,0.12820460604003592,0.404197690616095,,,,,,539920.16,25771.84,0.3982552712995488,0.1509934340415102,0.04555807754042837,0.05965539506489557,0.40996881941445573,0.42562675670420197,0.9411317258194017,0.9411317258194017,0.0012753309121929135,0.24572144023016315,0.8759554534205409,0.27963998605971596,0.27963998605971596,0.16284159769264137,0.21849865528031442,0.2205525994802807,0.9718145344588223,0.9718145344588223,0.26717340874294476,0.1479849064278252,0.1486249322365475,0.9818641249653872,0.9818641249653872,0.47634585814918323,0.08999375879345642,0.09011716623180105,0.9909493890073174,0.9909493890073174,0.017697486554273837,0.5094136506751349,0.6560876789817924,0.7804345583770365,0.7804345583770365
Porch,I0_raw_c,alpha,tp_vs_fp,25,0.8575276889553133,0.2946760316706255,0.7950141984392354,0.23044686780527082,0.08816699144040113,0.886437438005154,0.9642621796131412,0.6532928800582886,0.05012375354766846,0.7034166336059571,0.6509974122047424,0.7086533617973327,6393.04,20829.04,0.7663071497958994,0.7365695031765204,0.7194400319642058,0.026549239960190776,0.13121296024871693,0.927467190686657,0.1326906424041918,0.1326906424041918,0.0015565076253533463,0.013153145417342362,0.9309019154625423,0.013161006371358128,0.013161006371358128,0.07715720359696028,0.2465986747096114,0.8947029855002608,0.2552377095179637,0.2552377095179637,0.14068977412283826,0.3508828655120565,0.8725161847484997,0.37283341360234923,0.37283341360234923,0.2896578639309945,0.5319971854229127,0.8426008136086028,0.5991662133825468,0.5991662133825468,0.008120384738169749,0.06679946491335308,0.941616801075818,0.06706235513314208,0.06706235513314208
Porch,I0_raw_c,alpha,gt_all_pixels,25,0.7295926990645463,0.03613039090958884,,0.8174739827256186,0.2480965762169276,0.21723510320103517,0.7619632591586941,,,,,,539920.16,25771.84,0.3720539768859647,0.059680523560280856,0.04555807754042837,0.06073613471027433,0.39530774957924036,0.41568703706977317,0.9277641635600073,0.9277641635600073,0.0016407696149251757,0.24238216150642988,0.8415838783807672,0.2770982515679107,0.2770982515679107,0.16369465593654373,0.213477979116735,0.21653166928883313,0.9534824485106388,0.9534824485106388,0.2681607874822624,0.14435603394766658,0.145520305465859,0.9603447039643289,0.9603447039643289,0.4771947465203726,0.0882237744730216,0.08851459804982215,0.9720787869023471,0.9720787869023471,0.02130515494359458,0.43552063332066543,0.5886441576807495,0.7322439962088869,0.7322439962088869
Porch,I1_beta_mean,raw,tp_vs_fp,25,0.8507097041568009,0.2983411627830905,0.7461585923417823,0.2946209685463511,0.08393923344638647,0.8870411503544362,0.9755934374244294,0.6917211294174195,0.06533416509628295,0.7570552945137023,0.6805517673492432,0.7545806980133056,6393.04,20829.04,0.7693849036585856,0.7310008747432225,0.7194400319642058,0.041489417451653424,0.1282480199451144,0.9041325133424087,0.13005002368671545,0.13005002368671545,0.002968473123919532,0.013284450354693403,0.924391859186685,0.013298153156275123,0.013298153156275123,0.11378324997780806,0.2410150383528911,0.8705810364688611,0.25041900611285617,0.25041900611285617,0.1813171170439515,0.3487300178390887,0.8602932658884207,0.37093942371945127,0.37093942371945127,0.33893587488213767,0.5227626873486498,0.829231115400134,0.5926808875917104,0.5926808875917104,0.017487457189473244,0.06515949200890069,0.9126972467703572,0.0655860432535223,0.0655860432535223
Porch,I1_beta_mean,raw,gt_all_pixels,25,0.7742739645899895,0.018359550706265142,,0.9242799894387019,0.6782354636557631,0.115436810136965,0.3507850915339089,,,,,,539920.16,25771.84,0.41611307328710445,0.1784073929605525,0.04555807754042837,0.05947106444224608,0.4123545845630297,0.4273747105305026,0.9459951386958565,0.9459951386958565,0.0016770655826549988,0.24239795465405886,0.8384585469330035,0.2767612434705085,0.2767612434705085,0.16257635695806674,0.22007970025503074,0.22179709735013875,0.9769933032305478,0.9769933032305478,0.26695609985331864,0.14879679745892513,0.1493023310627666,0.9856254227807547,0.9856254227807547,0.47621074918066186,0.0902781859590736,0.09036931757917736,0.9931418640296825,0.9931418640296825,0.017717010178470775,0.5086018966259397,0.6557539331801309,0.7820409604059085,0.7820409604059085
Porch,I1_beta_mean,alpha,tp_vs_fp,25,0.840678283635441,0.33780692914102106,0.6177926487822034,0.2759008644530862,0.15835240117909577,0.8714149903469633,0.9393826917043284,0.7265682649612427,0.04508745908737183,0.7716557240486145,0.7160571765899658,0.7690156984329224,6393.04,20829.04,0.7805559669764592,0.7565271361132738,0.7194400319642058,0.04329266302667289,0.12739337716863294,0.8986831544784758,0.12929511513214093,0.12929511513214093,0.0031978163297767272,0.01319584349282187,0.9187542372109909,0.013210760866093588,0.013210760866093588,0.12036435321920645,0.24008203477652743,0.866015486360975,0.2495689711306649,0.2495689711306649,0.20513044654243529,0.3419821914945645,0.8457494008128802,0.365263674442529,0.365263674442529,0.3792600753793245,0.5110936270100153,0.8142616948884612,0.5831482491144995,0.5831482491144995,0.020362940228262846,0.06434811973817146,0.9010376881888075,0.06481829271378879,0.06481829271378879
Porch,I1_beta_mean,alpha,gt_all_pixels,25,0.7423554693219936,0.01703880706024094,,0.9475186099075786,0.7934536528224604,0.09309999080771869,0.24132156721325387,,,,,,539920.16,25771.84,0.4818202728162158,0.23551703007722805,0.04555807754042837,0.05946925111623694,0.4119295687580731,0.42750198872173806,0.9518082867575438,0.9518082867575438,0.001688521824519506,0.25302154791695936,0.8379635849390137,0.285809794968635,0.285809794968635,0.1622116057221029,0.22228968912039662,0.22349802895578855,0.9833777886560755,0.9833777886560755,0.2666131341197821,0.1500901615247793,0.15036769038583922,0.9911510276372494,0.9911510276372494,0.47597376048422085,0.09077833357387982,0.09081139560043275,0.9968677798449859,0.9968677798449859,0.021687560081714966,0.42711743752174636,0.5813583171292204,0.7276371007765151,0.7276371007765151
Porch,I2_mean_support,raw,tp_vs_fp,25,0.8556504891197183,0.2920149521859923,0.8002149171921735,0.3006030337343201,0.11162419908878095,0.8791103106445274,0.960724140586964,0.6731077694892883,0.07971971750259399,0.7528274869918823,0.6569174301624298,0.7502852177619934,6393.04,20829.04,0.7762738670418815,0.7425411370618222,0.7194400319642058,0.040715769746723286,0.12851214418176668,0.9057211951104168,0.13028286891489843,0.13028286891489843,0.0026348506470974895,0.01345848512662628,0.9345337277256877,0.013469925636425316,0.013469925636425316,0.11325937477335563,0.24135091829951424,0.8713858988877472,0.2506905300233433,0.2506905300233433,0.18019654781128389,0.3503872400622672,0.862529243568231,0.3722527213803297,0.3722527213803297,0.33421356918229017,0.5300505115040093,0.8349513159148745,0.5984196354723916,0.5984196354723916,0.016291123406923465,0.0655880589673411,0.9180341571396083,0.06599135250858015,0.06599135250858015
Porch,I2_mean_support,raw,gt_all_pixels,25,0.7823746550278142,0.01725062370511975,,0.9315947170497645,0.6825828738028573,0.10839177502952137,0.3465604604625838,,,,,,539920.16,25771.84,0.4330094241258221,0.18333388941411066,0.04555807754042837,0.05922626093596461,0.41548911330039606,0.42970460853117437,0.9518282412347797,0.9518282412347797,0.001669371640164456,0.2427192789905859,0.8391939190383597,0.27706498886847525,0.27706498886847525,0.16250929227692115,0.22047058673650383,0.22211423217663384,0.9783956082924016,0.9783956082924016,0.2669299715464259,0.1488935781152303,0.1493841186037193,0.986107423383833,0.986107423383833,0.4762086502311507,0.09028266620539288,0.09037313591141469,0.9931503923625494,0.9931503923625494,0.017416717805287266,0.5161490302619606,0.6615548877496906,0.7920639003556325,0.7920639003556325
